식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,유형명,영양성분제공단위량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,1회분량,1회분량중량/부피,1일섭취횟수,섭취대상,식품중량/부피,품목제조신고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
F103-001010000-0429,락토제텐 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24US00250G6,US PHARMATECH NV INC.,이니시아,해당없음,Y,840,미국,2,수집,2024-02-06,2025-12-30
F103-001010000-0428,락토제텐 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,22US04795G6,US PHARMATECH INC,이니시아,해당없음,Y,840,미국,2,수집,2022-02-03,2025-12-30
F103-001010000-0430,락토제텐 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,25US01137G0,US PHARMATECH NV INC.,주식회사 진성홀딩스,해당없음,Y,840,미국,2,수집,2025-06-20,2025-12-30
F103-001010000-0426,락토밸런스 프로바이오틱스+아연,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,23CA24963G7,PREMIUM NATURAL ONE PRODUCTS LTD.,오스틴제약주식회사,해당없음,Y,124,캐나다,2,수집,2023-05-03,2025-12-30
F102-050500000-0039,락토밸런스 프로바이오틱스,F,건강기능식품,1,건강기능식품,02,기능성 원료,02050,프로바이오틱스,0200050,프로바이오틱스,00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,20CA14582G8,PREMIUM NATURAL ONE PRODUCTS LTD.,오스틴제약주식회사,해당없음,Y,124,캐나다,2,수집,2022-12-21,2025-12-30
F103-001010000-0425,락토바이옴 프로바이오틱스 5000,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,25CA00408G5,NATURAL LIFE NUTRITION INC.,주식회사 와이즈스타코리아,해당없음,Y,124,캐나다,2,수집,2025-07-22,2025-12-30
F102-050500000-0038,락토바이오틱스 맥스 프로바이오틱스 유산균,F,건강기능식품,1,건강기능식품,02,기능성 원료,02050,프로바이오틱스,0200050,프로바이오틱스,00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,21CA02877G7,PREMIUM NATURAL ONE PRODUCTS LTD.,(주)헬스프랜드,해당없음,Y,124,캐나다,2,수집,2022-04-07,2025-12-30
F103-001010000-0424,락토당케어 메가바이옴,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24US01670G1,LIFEBLOOM CORP.,라이프블룸코리아 유한회사,해당없음,Y,840,미국,2,수집,2024-07-11,2025-12-30
F103-001010000-0423,락토당케어,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24US02810G6,LIFEBLOOM CORP.,라이프블룸코리아 유한회사,해당없음,Y,840,미국,2,수집,2024-12-11,2025-12-30
F103-001010000-0427,락토-에스프로,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24US01833G0,US PHARMATECH NV INC.,대희물산(주),해당없음,Y,840,미국,2,수집,2024-08-05,2025-12-30
F103-002020000-0074,락토-에스프로,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,23US24914G3,US PHARMATECH INC,대희물산(주),해당없음,Y,840,미국,2,수집,2023-05-02,2025-12-30
F103-001010000-0422,락토 피비 6000 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,25CA00428G0,NATURAL LIFE NUTRITION INC.,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2025-07-29,2025-12-30
F103-001010000-0420,락토 프리미엄 프로바이오틱스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,23US01984G9,US PHARMATECH INC,드림라이프 주식회사,해당없음,Y,840,미국,2,수집,2023-01-11,2025-12-30
F103-001010000-0421,락토 프리미엄 프로바이오틱스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24CA00143G2,PREMIUM NATURAL ONE PRODUCTS LTD.,디비바이오 주식회사,해당없음,Y,124,캐나다,2,수집,2024-03-19,2025-12-30
F103-001010000-0418,락토 프로바이오틱스 골드 플러스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,22US49303G4,US PHARMATECH INC,이니시아,해당없음,Y,840,미국,2,수집,2022-11-14,2025-12-30
F103-001010000-0417,락토 프로바이오틱스 골드 플러스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,23US67577G0,US PHARMATECH INC,이니시아,해당없음,Y,840,미국,2,수집,2023-12-05,2025-12-30
F103-001010000-0419,락토 프로바이오틱스 골드 플러스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24US02846G7,US PHARMATECH NV INC.,이니시아,해당없음,Y,840,미국,2,수집,2024-12-17,2025-12-30
F103-001010000-0416,락토 프로바이오틱스 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,22US39470G2,US PHARMATECH INC,이니시아,해당없음,Y,840,미국,2,수집,2022-09-14,2025-12-30
F103-001010000-0414,락토 프로바이오틱스 5000 플러스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,23CA34885G6,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2023-06-20,2025-12-30
F103-001010000-0413,락토 프로바이오틱스 5000 플러스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,22CA37882G6,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2022-09-01,2025-12-30
F103-001010000-0415,락토 프로바이오틱스 5000 플러스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,22US13394G1,VIC NATURE’S LAB INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2022-04-04,2025-12-30
F103-001010000-0412,락토 프로바이오틱스 5000 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24CA00065G7,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2024-02-07,2025-12-30
F103-001010000-0411,락토 포 우먼,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,25CA00537G5,NATURAL IMMIX HEALTH LIMITED,(주)헬시트레이드,해당없음,Y,124,캐나다,2,수집,2025-09-08,2025-12-30
F103-001010000-0410,락토 포 우먼,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24CA00462G8,NATURAL IMMIX HEALTH LIMITED,(주)헬시트레이드,해당없음,Y,124,캐나다,2,수집,2024-08-16,2025-12-30
F103-001010000-0409,락토 메이트 프로바이오틱스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,22US11801G2,US PHARMATECH INC,"(주)제이비파미스 (JB Pharmis Co., Ltd.)",해당없음,Y,840,미국,2,수집,2022-03-24,2025-12-30
F103-001010000-0404,락토 디에스 마이크로바이옴틱스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,0.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,24US01929G8,US PHARMATECH NV INC.,주식회사 파마시뱅크,해당없음,Y,840,미국,2,수집,2024-07-15,2025-12-30
F103-001010000-0408,락토 디에스 마이크로바이옴틱스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,0.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,24US00867G9,US PHARMATECH INC.,주식회사 파마시뱅크,해당없음,Y,840,미국,2,수집,2024-04-09,2025-12-30
F103-001010000-0405,락토 디에스 마이크로바이옴틱스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,0.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,24US00058G9,US PHARMATECH INC,주식회사 파마시뱅크,해당없음,Y,840,미국,2,수집,2024-01-09,2025-12-30
F103-001010000-0407,락토 디에스 마이크로바이옴틱스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,0.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,23US27738G4,US PHARMATECH INC,주식회사 파마시뱅크,해당없음,Y,840,미국,2,수집,2023-05-16,2025-12-30
F103-001010000-0406,락토 디에스 마이크로바이옴틱스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,22US09035G5,US PHARMATECH INC,주식회사 파마시뱅크,해당없음,Y,840,미국,2,수집,2022-03-02,2025-12-30
F102-050500000-0037,락토 500 키즈,F,건강기능식품,1,건강기능식품,02,기능성 원료,02050,프로바이오틱스,0200050,프로바이오틱스,00,해당없음,00,해당없음,,2000mg,8,,0.00,0.00,,2.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1포,2000mg,1회,,60g,14US43914G8,"CHR.HANSEN, INC.",주식회사 유나이티드 헬스,해당없음,Y,840,미국,2,수집,2023-10-17,2025-12-30
F102-050500000-0036,락토 500,F,건강기능식품,1,건강기능식품,02,기능성 원료,02050,프로바이오틱스,0200050,프로바이오틱스,00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,22US10253G1,"CHR.HANSEN, INC.",주식회사 유나이티드 헬스,해당없음,Y,840,미국,2,수집,2022-03-18,2025-12-30
F103-001010000-0403,라파테인 105,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,700,,3000,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,23CA65082G0,PREMIUM NATURAL ONE PRODUCTS LTD.,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2023-11-15,2025-12-30
F103-001010000-0402,라파테인 105,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,5,,0.00,0.50,,0.00,,,,,,,0,700,,3000,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,23CA17065G8,NATURAL LIFE NUTRITION INC.,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2023-03-27,2025-12-30
F103-001010000-0401,라파인 IV,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1500mg,0,,0.00,0.00,,0.00,,,210,,,,0,,,,,,,,,,,,1,식품의약품안전처,1정,1500mg,1회,,90g,24US02234G5,FINE NATURES,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2024-09-13,2025-12-30
F103-001010000-0400,라파인 III,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1500mg,0,,0.00,0.00,,0.00,,,210,,,,0,,,,,,,,,,,,1,식품의약품안전처,1정,1500mg,1회,,90g,23US56644G0,VIC NATURE’S LAB INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2023-10-04,2025-12-30
F103-001010000-0399,라파인 III,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1500mg,0,,0.00,0.00,,0.00,,,210,,,,0,,,,,,,,,,,,1,식품의약품안전처,1정,1500mg,1회,,90g,22US15096G0,VIC NATURE’S LAB INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2022-04-14,2025-12-30
F103-001010000-0398,라파엘피에스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1400mg,0,,0.00,0.00,,0.00,,,,,,,15,,,,,,,,,,,,1,식품의약품안전처,1정,1400mg,1회,,84g,25US00743G7,MAISON PHARMTEC CORP.,디비바이오 주식회사,해당없음,Y,840,미국,2,수집,2025-04-18,2025-12-30
F102-050500000-0035,라파엘플로라II,F,건강기능식품,1,건강기능식품,02,기능성 원료,02050,프로바이오틱스,0200050,프로바이오틱스,00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,25NZ00003G0,THE HEALTH LAB LIMITED,디비바이오 주식회사,해당없음,Y,554,뉴질랜드,2,수집,2025-02-11,2025-12-30
F102-050500000-0034,라파엘플로라,F,건강기능식품,1,건강기능식품,02,기능성 원료,02050,프로바이오틱스,0200050,프로바이오틱스,00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,23NZ37741G5,THE HEALTH LAB LIMITED,디비바이오 주식회사,해당없음,Y,554,뉴질랜드,2,수집,2023-07-10,2025-12-30
F103-001010000-0397,라파엘NK II,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1850mg,5,,0.00,0.00,,1.00,,,,,,,0,,,,5.000,2.000,,,,,,,1,식품의약품안전처,1정,1850mg,1회,,111g,24US02108G0,US PHARMATECH NV INC.,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2024-09-03,2025-12-30
F101-003030000-0021,라파엘D3 비타민D 5000IU,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,150mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,125.00,,,,1,식품의약품안전처,1캡슐,150mg,1회,,13.50g,24CA00397G4,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2024-07-12,2025-12-30
F101-003030000-0022,라파엘D3 비타민D 5000IU,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,150mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,125.00,,,,1,식품의약품안전처,1캡슐,150mg,1회,,13.50g,23CA31838G8,NATURAL LIFE NUTRITION INC.,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2023-06-07,2025-12-30
F103-001010000-0396,라파엘 헤파클,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,24US02409G7,US PHARMATECH NV INC.,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2024-10-22,2025-12-30
F103-001010000-0395,라파엘 피비 888 II,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,25US00436G5,US PHARMATECH NV INC.,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2025-03-11,2025-12-30
F103-001010000-0394,라파엘 퓨어 알티지,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1309mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1309mg,1회,,117.81g,24US01434G2,US PHARMATECH NV INC.,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2024-06-11,2025-12-30
F103-001010000-0393,라파엘 폴리 II,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,750mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,5.00,,,,1,식품의약품안전처,1캡슐,750mg,1회,,67.50g,25CA00146G9,PREMIUM NATURAL ONE PRODUCTS LTD.,디비바이오 주식회사,해당없음,Y,124,캐나다,2,수집,2025-03-27,2025-12-30
F103-001010000-0392,라파엘 폴리,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,750mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,5.00,,,,1,식품의약품안전처,1캡슐,750mg,1회,,67.50g,24CA00415G6,PREMIUM NATURAL ONE PRODUCTS LTD.,디비바이오 주식회사,해당없음,Y,124,캐나다,2,수집,2024-07-23,2025-12-30
F103-001010000-0391,라파엘 폴리,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,750mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,5.00,,,,1,식품의약품안전처,1캡슐,750mg,1회,,67.50g,22US30717G6,US PHARMATECH INC,디비바이오 주식회사,해당없음,Y,840,미국,2,수집,2022-07-22,2025-12-30
F103-001010000-0390,라파엘 큐텐,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,650,,,1.500,1.500,,40.00,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,25CA00081G0,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2025-02-10,2025-12-30
F103-002020000-0073,라파엘 코랄칼마민II,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1425mg,0,,0.00,0.00,,0.00,,,300,,,,0,,,,,,,,15.00,,,,1,식품의약품안전처,1정,1425mg,1회,,128g,23CA63598G7,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2023-11-09,2025-12-30
F103-002020000-0072,라파엘 코랄칼마민II,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1425mg,0,,0.00,0.00,,0.00,,,300,,,,0,,,,,,,,15.00,,,,1,식품의약품안전처,1정,1425mg,1회,,128g,22CA20902G1,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2022-05-24,2025-12-30
F103-002020000-0071,라파엘 코랄칼마민 III,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1425mg,0,,0.00,0.00,,0.00,,,300,,,,0,,,,,,,,15.00,,,,1,식품의약품안전처,1정,1425mg,1회,,128g,24CA00692G2,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2024-12-12,2025-12-30
F103-001010000-0389,라파엘 조인프리 III,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,2030mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,12.50,,,,1,식품의약품안전처,1정,2030mg,1회,,182.70g,24US02734G7,US PHARMATECH NV INC.,디비바이오 주식회사,해당없음,Y,840,미국,2,수집,2024-12-02,2025-12-30
F103-001010000-0388,라파엘 조인프리 II,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,2030mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,12.50,,,,1,식품의약품안전처,1정,2030mg,1회,,182.70g,23US39624G3,US PHARMATECH INC,디비바이오 주식회사,해당없음,Y,840,미국,2,수집,2023-07-11,2025-12-30
F103-001010000-0387,라파엘 조인프리 II,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,2030mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,12.50,,,,1,식품의약품안전처,1정,2030mg,1회,,182.70g,24US00338G3,US PHARMATECH NV INC.,디비바이오 주식회사,해당없음,Y,840,미국,2,수집,2024-02-19,2025-12-30
F103-001010000-0386,라파엘 전립파워 410 III,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,1.500,2.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,25CA00475G1,PREMIUM NATURAL ONE PRODUCTS LTD.,디비바이오 주식회사,해당없음,Y,124,캐나다,2,수집,2025-08-21,2025-12-30
