식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,유형명,영양성분제공단위량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,1회분량,1회분량중량/부피,1일섭취횟수,섭취대상,식품중량/부피,품목제조신고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
F102-054540000-0037,힐리 엠에스엠 770,F,건강기능식품,1,건강기능식품,02,기능성 원료,02054,엠에스엠,0200054,엠에스엠,00,해당없음,00,해당없음,,800mg,3,,0.00,0.00,,0.50,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1정,800mg,2회,,48g,22US32581G6,PIONITY HEALTH&BIO EXPERT GROUP,소울드림 주식회사,해당없음,Y,840,미국,2,수집,2022-09-01,2025-12-30
F101-020200000-0003,힐리 셀레늄 300,F,건강기능식품,1,건강기능식품,01,영양성분,01020,셀레늄,0100020,셀레늄,00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,22US29839G8,PIONITY HEALTH&BIO EXPERT GROUP,소울드림 주식회사,해당없음,Y,840,미국,2,수집,2022-07-18,2025-12-30
F101-003030000-0144,힐리 비타민D 5000,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,250mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,250mg,1회,,15g,22US34788G7,PIONITY HEALTH&BIO EXPERT GROUP,소울드림 주식회사,해당없음,Y,840,미국,2,수집,2022-08-16,2025-12-30
F101-013130000-0044,힐리 비오틴 10000,F,건강기능식품,1,건강기능식품,01,영양성분,01013,비오틴,0100013,비오틴,00,해당없음,00,해당없음,,400mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,400mg,1회,,24g,22US40568G2,PIONITY HEALTH&BIO EXPERT GROUP,소울드림 주식회사,해당없음,Y,840,미국,2,수집,2022-09-20,2025-12-30
F101-016160000-0030,힐리 마그네슘 500,F,건강기능식품,1,건강기능식품,01,영양성분,01016,마그네슘,0100016,마그네슘,00,해당없음,00,해당없음,,1300mg,4,,0.00,0.00,,1.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,22US40569G0,PIONITY HEALTH&BIO EXPERT GROUP,소울드림 주식회사,해당없음,Y,840,미국,2,수집,2022-09-20,2025-12-30
F102-050500000-0163,히스타메드,F,건강기능식품,1,건강기능식품,02,기능성 원료,02050,프로바이오틱스,0200050,프로바이오틱스,00,해당없음,00,해당없음,,300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,2캡슐,300mg,1회,,9g,25DE00080G0,LACTOPIA GMBH,주식회사 에스크코퍼레이션,해당없음,Y,276,독일,2,수집,2025-04-22,2025-12-30
F102-050500000-0164,히스타메드,F,건강기능식품,1,건강기능식품,02,기능성 원료,02050,프로바이오틱스,0200050,프로바이오틱스,00,해당없음,00,해당없음,,2000mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,3스쿱,2000mg,1회,,60g,22DE34592G5,LACTOPIA GMBH,주식회사 에스크코퍼레이션,해당없음,Y,276,독일,2,수집,2022-08-16,2025-12-30
F102-002020000-0017,흑백면역,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,15000mg,44,,0.00,0.00,,11.00,2.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1포,15000mg,1회,,15g,23KR40263G3,"GEUMSAN BLACK GINSENG CO., LTD.",성원피씨엠 주식회사,해당없음,Y,410,대한민국,2,수집,2023-07-12,2025-12-30
F103-001010000-2631,휴덴케어 프리미엄,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1500mg,0,,0.00,0.00,,0.00,,,210,,,,0,,,,,,,50.00,17.50,,,,1,식품의약품안전처,1정,1500mg,1회,,90g,22US37539G2,NATURALWELL INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2022-08-31,2025-12-30
F103-001010000-2629,휴덴케어 프리미엄,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1500mg,0,,0.00,0.00,,0.00,,,210,,,,0,,,,,,,50.00,17.50,,,,1,식품의약품안전처,1정,1500mg,1회,,90g,23US67651G3,NATURALWELL INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2023-12-08,2025-12-30
F103-001010000-2630,휴덴케어 프리미엄,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1500mg,0,,0.00,0.00,,0.00,,,210,,,,0,,,,,,,50.00,17.50,,,,1,식품의약품안전처,1정,1500mg,1회,,90g,25US00210G9,US PHARMATECH NV INC.,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2025-02-03,2025-12-30
F103-001010000-2628,휴덴케어,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1450mg,0,,0.00,0.00,,0.00,,,210,,,,0,,,,,,,150.00,,,,,1,식품의약품안전처,1정,1450mg,1회,,87g,24CA00115G7,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2024-03-04,2025-12-30
F103-001010000-2627,후레쉬 트루 파워바이오틱스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,23US45671G8,US PHARMATECH INC,노이에,해당없음,Y,840,미국,2,수집,2023-08-08,2025-12-30
F103-001010000-2626,후레쉬 모닝 프로바이오틱스 100,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,22US55249G9,MEDITRITION,그린뉴트리코리아,해당없음,Y,840,미국,2,수집,2022-12-14,2025-12-30
F102-002020000-0016,황진단(15개입),F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,4000mg,15,,1.00,0.00,,3.00,,,,,,,5,,,,,,,,,,,,1,식품의약품안전처,1환,4000mg,1회,,4g,24KR00155G0,KOREA GINSENG CORP. FACTORY(BUYEO),(주)한국인삼공사,해당없음,Y,410,대한민국,2,수집,2024-11-05,2025-12-30
F102-002020000-0015,황진단 천,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,4000mg,10,,1.00,0.00,,2.00,,,,,,,5,,,,,,,,,,,,1,식품의약품안전처,1환,4000mg,1회,,4g,24KR00162G2,KOREA GINSENG CORP. FACTORY(BUYEO),(주)한국인삼공사,해당없음,Y,410,대한민국,2,수집,2024-11-05,2025-12-30
F103-002020000-0588,활성비타민B-100 컴플렉스,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1350mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,100.000,100.000,,,,,,,1,식품의약품안전처,1정,1350mg,1회,,121.50g,20CA07127G1,ACANDA BIOTECHNOLOGIES (CANADA) LIMITED,(주) 엔라이즈,해당없음,Y,124,캐나다,2,수집,2024-02-21,2025-12-30
F103-002020000-0587,활성 비타민B 메가 컴플렉스,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,700mg,0,,0.00,0.00,,0.00,0.00,,,,,,0,,,,100.000,100.000,,,,,,,1,식품의약품안전처,1캡슐,700mg,1회,,42g,22CA13155G3,TNC LTD.,뉴트리코리아(주),해당없음,Y,124,캐나다,2,수집,2022-04-01,2025-12-30
F103-001010000-2625,활력보감,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1000mg,5,,0.00,0.40,,0.00,,,,,,,0,,,,1.200,1.400,,,,,,,1,식품의약품안전처,1캡슐,1000mg,1회,,60g,25US00344G0,US PHARMATECH NV INC.,주식회사 아이앤유네트웍스,해당없음,Y,840,미국,2,수집,2025-02-25,2025-12-30
F103-002020000-0586,활력 비타민C 1000,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1600mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,1000.00,15.00,,,,1,식품의약품안전처,1정,1600mg,1회,,144g,24CA00375G3,NATURAL LIFE NUTRITION INC.,오리진코리아(OriginKorea),해당없음,Y,124,캐나다,2,수집,2024-07-02,2025-12-30
F103-002020000-0585,활력 비타민B 컴플렉스 아연+셀레늄,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1216mg,5,,0.00,0.00,,1.00,,,,,,,0,,,,100.000,100.000,,,,,,,1,식품의약품안전처,1정,1216mg,1회,,109.40g,25CA00122G1,VIVA PHARMACEUTICAL INC.,주식회사 유피아이엔티,해당없음,Y,124,캐나다,2,수집,2025-03-04,2025-12-30
F102-044440000-0001,화이버 구미,F,건강기능식품,1,건강기능식품,02,기능성 원료,02044,폴리덱스트로스,0200044,폴리덱스트로스,00,해당없음,00,해당없음,,11580mg,42,,1.00,0.00,,10.00,0.00,6.0,,,,,,,,,,,,,,,,,1,식품의약품안전처,3구미,11580mg,1회,,347.40g,23ES35653G1,BOSTON NUTRACEUTICAL PRODUCTION SL,(주)동원에프앤비 천안공장,해당없음,Y,724,스페인,2,수집,2023-06-22,2025-12-30
F102-002020000-0014,홍키통키 프라임 옐로우,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,15ml,30,,0.00,0.00,,7.00,4.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1포,15ml,1회,,450ml,22KR10227G1,NATURETECH,(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-14,2025-12-30
F102-002020000-0013,홍키통키 프라임 블루,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,20ml,45,,0.00,0.00,,10.00,6.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1포,20ml,1회,,600ml,22KR10221G2,NATURETECH,(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-14,2025-12-30
F102-002020000-0012,홍키통키 프라임 레드,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,20ml,50,,0.00,0.00,,12.00,6.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1포,20ml,1회,,600ml,22KR09962G9,NATURETECH,(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-12,2025-12-30
F102-002020000-0011,홍키통키 프라임 그린,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,15ml,35,,0.00,0.00,,8.00,4.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1포,15ml,1회,,450ml,22KR10169G0,NATURETECH,(주)함소아제약,해당없음,Y,410,대한민국,2,수집,2022-03-14,2025-12-30
F102-002020000-0010,홍삼정편,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,2000mg,5,,0.00,0.00,,1.50,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1포,2000mg,2회,,40g,24KR00039G1,"COSMAX BIO CO.,LTD",(주)한국인삼공사,해당없음,Y,410,대한민국,2,수집,2024-03-18,2025-12-30
F102-002020000-0009,홍삼정 에브리타임,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,10ml,5,,0.00,0.00,,1.00,0.75,,,,,,5,,,,,,,,,,,,1,식품의약품안전처,1포,10ml,1회,,300ml,22KR51566G5,KOREA GINSENG CORP. FACTORY(W)ONJU,(주)한국인삼공사,해당없음,Y,410,대한민국,2,수집,2022-11-24,2025-12-30
F102-002020000-0008,홍삼분말골드,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,2000mg,5,,0.00,0.00,,1.50,0.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,2스쿱,2000mg,2회,,50g,23KR51180G7,"FINENATURAL CO.,LTD",디웍스,해당없음,Y,410,대한민국,2,수집,2023-09-04,2025-12-30
F102-002020000-0007,홍삼분 리미티드,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,1500mg,5,,0.00,0.00,,1.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1포,1500mg,2회,,37.50g,24KR00153G3,KOREA GINSENG CORP. FACTORY(BUYEO),(주)한국인삼공사,해당없음,Y,410,대한민국,2,수집,2024-10-18,2025-12-30
F102-002020000-0006,홍삼농축액골드,F,건강기능식품,1,건강기능식품,02,기능성 원료,02002,홍삼,0200002,홍삼,00,해당없음,00,해당없음,,1000mg,3,,0.00,0.00,,0.50,0.00,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1스쿱,1000mg,2회,,50g,23KR51833G0,"FINENATURAL CO.,LTD",디웍스,해당없음,Y,410,대한민국,2,수집,2023-09-06,2025-12-30
F103-003030000-0085,혈당케어 플러스 유산균,F,건강기능식품,1,건강기능식품,03,복합,03003,복합제품(기능성),0300003,복합제품(기능성),00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24US02380G5,LIFEBLOOM CORP.,(주)제이에스홀딩스팜,해당없음,Y,840,미국,2,수집,2024-10-17,2025-12-30
F103-003030000-0086,혈당케어 플러스 유산균,F,건강기능식품,1,건강기능식품,03,복합,03003,복합제품(기능성),0300003,복합제품(기능성),00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24US01920G4,B&A HEALTH PRODUCTS CO.,(주)제이에스홀딩스팜,해당없음,Y,840,미국,2,수집,2024-08-13,2025-12-30
F103-001010000-2624,혈당케어 솔루션 유산균,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,25US00621G0,LIFEBLOOM CORP.,이지메디칼,해당없음,Y,840,미국,2,수집,2025-04-04,2025-12-30
F103-001010000-2622,혈당케어,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1450mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,100.00,,,,,1,식품의약품안전처,1정,1450mg,1회,,87g,23US44535G0,US PHARMATECH INC,주식회사 팜투플러스,해당없음,Y,840,미국,2,수집,2023-08-02,2025-12-30
F103-001010000-2623,혈당케어,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1450mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,100.00,,,,,1,식품의약품안전처,1정,1450mg,1회,,87g,24US01736G8,US PHARMATECH NV INC.,주식회사 팜투플러스,해당없음,Y,840,미국,2,수집,2024-07-19,2025-12-30
F103-003030000-0084,혈당컷 & 프로바이오틱스,F,건강기능식품,1,건강기능식품,03,복합,03003,복합제품(기능성),0300003,복합제품(기능성),00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24CA00515G2,PRIME HEALTH LTD.,주식회사 오스코코리아,해당없음,Y,124,캐나다,2,수집,2024-09-09,2025-12-30
F103-001010000-2621,혈당엔 크로넥스 글루다운,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,750mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,100.00,,,,,1,식품의약품안전처,1정,750mg,1회,,45g,24US02853G0,MAISON PHARMTEC CORP.,(주)동호팜,해당없음,Y,840,미국,2,수집,2024-12-19,2025-12-30
F102-011110000-0002,혈당 앤 바나바,F,건강기능식품,1,건강기능식품,02,기능성 원료,02011,바나바잎 추출물,0200011,바나바잎 추출물,00,해당없음,00,해당없음,,1450mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,50.00,,,,,1,식품의약품안전처,1정,1450mg,1회,,87g,22CA21814G4,NATURAL LIFE NUTRITION INC.,주식회사 리얼리프이앤아이,해당없음,Y,124,캐나다,2,수집,2022-06-08,2025-12-30
F103-003030000-0083,혈당 앤 마이크로바이옴틱스,F,건강기능식품,1,건강기능식품,03,복합,03003,복합제품(기능성),0300003,복합제품(기능성),00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,25CA00028G4,NATURAL LIFE NUTRITION INC.,(주)피디에이치아이엔씨,해당없음,Y,124,캐나다,2,수집,2025-01-10,2025-12-30
F103-001010000-2620,혈당 & 콜레스테롤 케어 솔루션,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1200mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,30.00,,,,,1,식품의약품안전처,1정,1200mg,1회,,108g,24US02535G2,US PHARMATECH NV INC.,주식회사 비타플러스,해당없음,Y,840,미국,2,수집,2024-11-06,2025-12-30
F103-001010000-2619,헵-포르골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,2400mg,0,,0.00,0.00,,0.00,,,,,,,0,1400,,,4.000,4.000,,40.00,,,,,1,식품의약품안전처,2캡슐,2400mg,1회,,240g,24US00210G7,US PHARMATECH INC,이니시아,해당없음,Y,840,미국,2,수집,2024-02-01,2025-12-30
F103-001010000-2618,헬시 울트라 B,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,9,,0.00,1.00,,0.00,,,,,,,0,,,,30.000,30.000,,30.00,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,24US00838G5,"PHIL INTER PHARMA USA, INC.",(주)헬시트레이드,해당없음,Y,840,미국,2,수집,2024-04-04,2025-12-30
F101-003030000-0143,헬스케어 비타민 D3,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,150mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,250.00,,,,1,식품의약품안전처,1정,150mg,1회,,120g,23US64308G9,QN LABS,(주)한미통상,해당없음,Y,840,미국,2,수집,2023-11-09,2025-12-30
F103-001010000-2617,헬스모아 알티지 오메가,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1302mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1302mg,1회,,117.18g,22US09785G6,PROHERB LAB,에이스팜,해당없음,Y,840,미국,2,수집,2022-03-11,2025-12-30
F103-001010000-2616,헬스메가 알티지 오메가3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1302mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1302mg,1회,,117.18g,25US00026G2,LIFEBLOOM CORP.,에이스팜,해당없음,Y,840,미국,2,수집,2025-01-06,2025-12-30
F103-001010000-2614,헬스메가 알티지 오메가3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1302mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1302mg,1회,,117.18g,24US00691G9,PROHERB LAB,에이스팜,해당없음,Y,840,미국,2,수집,2024-03-25,2025-12-30
F103-001010000-2615,헬스메가 알티지 오메가3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1302mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1302mg,1회,,117.18g,22US37297G0,LIFEBLOOM CORP.,에이스팜,해당없음,Y,840,미국,2,수집,2022-08-30,2025-12-30
F103-001010000-2613,헬스 포스바이오틱,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,24US00620G0,LIFEBLOOM CORP.,이지메디칼,해당없음,Y,840,미국,2,수집,2024-03-14,2025-12-30
F103-001010000-2612,헬스 키즈 오메가 3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,5ml,24,,0.00,1.50,,2.50,2.00,,,,,,0,,,,,,,,2.60,,,,1,식품의약품안전처,1스쿱,5ml,2회,,100ml,19TR51629G3,BERKO ILAC VE KIMYA SAN A.S,(주)건강찬,해당없음,Y,792,튀르키예,2,수집,2023-06-13,2025-12-30
F103-001010000-2611,헬스 인사메가 플러스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1450mg,0,,0.00,0.00,,0.00,,,210,,,,0,,,,,,,100.00,,,,,1,식품의약품안전처,1정,1450mg,1회,,87g,25CA00520G0,NATURAL LIFE NUTRITION INC.,"(주)제이비파미스 (JB Pharmis Co., Ltd.)",해당없음,Y,124,캐나다,2,수집,2025-09-02,2025-12-30
F103-001010000-2610,헬미나,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,25ml,13,,2.20,0.00,,1.10,0.40,,,,,,2,,,,,,,,,,,,1,식품의약품안전처,1병,25ml,1회,,125ml,22ES44529G0,"MARTINEZ NIETO, S.A.",(주)이너네이쳐,해당없음,Y,724,스페인,2,수집,2022-10-13,2025-12-30
F103-002020000-0584,헬로씨 뼈튼튼 칼슘 마그네슘 아연 비타민D,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1305mg,0,,0.00,0.00,,0.00,,,300,,,,0,,,,,,,,10.00,,,,1,식품의약품안전처,1정,1305mg,1회,,117.45g,22CA00363G6,NATURAL LIFE NUTRITION INC.,한정(주),해당없음,Y,124,캐나다,2,수집,2022-01-03,2025-12-30
F103-001010000-2609,헤파존케어 포르테,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1100mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,,,,,,,,1,식품의약품안전처,1캡슐,1100mg,1회,,66g,24US02627G8,LIFEBLOOM CORP.,라이프블룸코리아 유한회사,해당없음,Y,840,미국,2,수집,2024-11-15,2025-12-30
F103-001010000-2608,헤파존 포르테,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,23US30282G6,NATURALWELL INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2023-05-30,2025-12-30
F103-001010000-2607,헤파존 포르테,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,4.000,15.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,78g,22US43232G9,NATURALWELL INC,(주)더블유에이치글로벌,해당없음,Y,840,미국,2,수집,2022-10-07,2025-12-30
F103-001010000-2606,헤파존 포르테,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1445mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,3.000,3.000,,30.00,,,,,1,식품의약품안전처,1정,1445mg,1회,,43.35g,22US08476G2,US PHARMATECH INC,주식회사 팜투플러스,해당없음,Y,840,미국,2,수집,2022-03-03,2025-12-30
F103-001010000-2604,헤파존 파워맥스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1450mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,2.500,2.500,,,,,,,1,식품의약품안전처,1정,1450mg,1회,,87g,22CA43510G2,NATURAL LIFE NUTRITION INC.,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2022-10-11,2025-12-30
F103-001010000-2605,헤파존 파워맥스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1450mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,2.500,2.500,,,,,,,1,식품의약품안전처,1정,1450mg,1회,,87g,23CA16567G0,NATURAL LIFE NUTRITION INC.,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2023-03-23,2025-12-30
